,feature_1,feature_2,feature_3,feature_4,feature_5
255,National Democrats Are Trying To Figure Out How To Run Local Races In The #Resistance Age - BuzzFeed News,,web.archive.org,404,10255
256,Here's What We Know About The FCC's Plan To Roll Back Net Neutrality - BuzzFeed News,,web.archive.org,404,10256
257,"This Fraternity Held A ""Mexican-Themed"" Party Where Some Dressed As Construction Workers - BuzzFeed News",,web.archive.org,404,10257
258,33 Of Our Favorite Tech Stories From 2016 - BuzzFeed News,,web.archive.org,404,10258
259,Watch These Firefighters Carry Bundles Of Piglets Out Of A Burning Barn - BuzzFeed News,,web.archive.org,404,10259
260,"Trump Appointee Who Tweeted About ""Some Muslim Piece Of Shit"" Is Out From Energy Department - BuzzFeed News",,web.archive.org,404,10260
261,A Somali Man Told A Canadian Reporter He Walked 21 Hours In The Subzero Cold To Flee The US - BuzzFeed News,,web.archive.org,404,10261
262,"Trump Suggests HBCU Funding May Be Unconstitutional, Blindsiding Black Colleges - BuzzFeed News",,web.archive.org,404,10262
263,Trump Can Fill More Seats On A Key Federal Court - BuzzFeed News,,web.archive.org,404,10263
264,How To Use Facebook And Fake News To Get People To Murder Each Other - BuzzFeed News,,web.archive.org,404,10264
265,Here's How Undocumented Immigrants Are Living In The Shadow Of Border Patrol Deep Within The US - BuzzFeed News,,web.archive.org,404,10265
266,Things Are So Bad In Venezuela People Are Walking To Brazil For Medicine - BuzzFeed News,,web.archive.org,404,10266
267,Workers Involved In Union Activities Say Tesla Is Illegally Intimidating Them - BuzzFeed News,,web.archive.org,404,10267
268,"Trump Nominee Says Exxon Didn't Lobby Against Russia Sanctions, Despite Disclosures - BuzzFeed News",,web.archive.org,404,10268
269,The Federal Government Withdrew Its Lawsuit Against North Carolina Over An Anti-LGBT Law - BuzzFeed News,,web.archive.org,404,10269
270,The US Military Want Its Troops To Stay In Iraq — Even After ISIS Is Gone - BuzzFeed News,,web.archive.org,404,10270
271,A Teen In Oregon Was Killed When A Log Rolled On Top Of Her At The Beach - BuzzFeed News,,web.archive.org,404,10271
272,Trump Criticized Republicans' Surprise Move To Gut Ethics Watchdog - BuzzFeed News,,web.archive.org,404,10272
273,A White Supremacist Is Telling People To Troll The American University Student Body President Following A Racist Incident - BuzzFeed News,,web.archive.org,404,10273
274,This Student Made A Shocking And NSFW Art Piece That Depicts The Aftermath Of Sexual Assault - BuzzFeed News,,web.archive.org,404,10274
275,This Is How People Around The World Feel About Traveling To The US Now - BuzzFeed News,,web.archive.org,404,10275
276,11 Photos That Prove That Marine Le Pen Is The True Presidential Candidate Of The People - BuzzFeed News,,web.archive.org,404,10276
277,Jimmy Fallon's Puppies Have Spoken: The Falcons Will Win The Super Bowl,,web.archive.org,404,10277
278,"We Talked To Mark Zuckerberg About Globalism, Protecting Users, And Fixing News - BuzzFeed News",,web.archive.org,404,10278
279,Facebook Tests Major Comments Design Tweak - BuzzFeed News,,web.archive.org,404,10279
280,The Crowdsourced Russia Twitter Investigation Has Prompted A Harassment Complaint - BuzzFeed News,,web.archive.org,404,10280
281,This Video Shows Cops Shooting And Killing A Mentally Ill Man - BuzzFeed News,,web.archive.org,404,10281
282,Moms Aren't Sure Whether It Is OK To Glue Bows To Their Baby's Head - BuzzFeed News,,web.archive.org,404,10282
283,A Bunch Of “Rogue” National Parks Have Created A National Science Movement,,web.archive.org,404,10283
284,This News Anchor Learned Of Her Husband's Death While Reporting It On Live TV - BuzzFeed News,,web.archive.org,404,10284
285,Medical Examiner Contradicts NYPD: Dead Russian Diplomat Had No Head Wound After All - BuzzFeed News,,web.archive.org,404,10285
286,"In Bizarre Video, Venezuela's President Threatens Protesters While Playing Catch - BuzzFeed News",,web.archive.org,404,10286
287,Turkey's President Just Declared Victory In A Referendum To Expand His Powers - BuzzFeed News,,web.archive.org,404,10287
288,Paul Ryan's Spokeswoman Made An Incredibly Misleading Claim About The Republican Health Care Bill - BuzzFeed News,,web.archive.org,404,10288
289,20 Teachers Tell Betsy DeVos Exactly What They Think,,web.archive.org,404,10289
290,Club Penguin Is Shutting Down And People Are Shook,,web.archive.org,404,10290
291,Ken Livingstone Suspended By Labour For A Year Over Hitler Comments - BuzzFeed News,,web.archive.org,404,10291
292,The New Leader Of France's National Front Steps Down Amid Accusations Of Holocaust Denial - BuzzFeed News,,web.archive.org,404,10292
293,Congress Votes To Gut Internet Privacy Rules - BuzzFeed News,,web.archive.org,404,10293
294,Trump's Press Secretary Tried To Make Nice With The Media After A Disastrous Weekend - BuzzFeed News,,web.archive.org,404,10294
295,Prosecutor Says There's No Evidence The Man They Arrested After The Dortmund Bus Attack Was Involved - BuzzFeed News,,web.archive.org,404,10295
296,"If You Have A Smart TV, Take A Closer Look At Your Privacy Settings - BuzzFeed News",,web.archive.org,404,10296
297,"Democratic Lawmaker Says Donald Trump Has Committed An ""Impeachable Act"" - BuzzFeed News",,web.archive.org,404,10297
298,Flights Packed With Women's March Participants Are Cheering All The Way To DC - BuzzFeed News,,web.archive.org,404,10298
299,20th Century Fox Apologizes For Using Fake News To Promote A Film - BuzzFeed News,,web.archive.org,404,10299
300,Trump Repeats Talk Radio Rumor That Obama Wiretapped Him During Election - BuzzFeed News,,web.archive.org,404,10300
301,Judge Approves $25-Million Agreement To Settle Trump University Lawsuit - BuzzFeed News,,web.archive.org,404,10301
302,"The California Desert Is Experiencing A Rare ""Super Bloom"" Of Wildflowers After Heavy Rain - BuzzFeed News",,web.archive.org,404,10302
303,This Company Said Its Bot Wrote Part Of Trump’s Inaugural Speech. It Didn’t - BuzzFeed News,,web.archive.org,404,10303
304,The Women Whose Abortion Rights Could Suffer As A Result Of Brexit,,web.archive.org,404,10304
305,This Is Not A Joke Or '90s Movie: Here's How A Trade War With Canada Could Happen - BuzzFeed News,,web.archive.org,404,10305
306,Rex Tillerson Took A Different Tone On Climate Change When The Cameras Were Off - BuzzFeed News,,web.archive.org,404,10306
307,Shell Shocks: How An Oil Giant Secured A $1.3 Billion Deal Mired In Corruption Allegations - BuzzFeed News,,web.archive.org,404,10307
308,Texas Sues Trump Administration To Recover Execution Drugs It Bought From India - BuzzFeed News,,web.archive.org,404,10308
309,"Here's How They Made The Stunning ""Anne With An E"" Opening Credits",,web.archive.org,404,10309
310,"Carrie Fisher ""Squealed With Joy"" When She Saw Princess Leia In ""Rogue One""",,web.archive.org,404,10310
311,Ivanka Trump Was Booed When Talking About Her Father’s Support Of Women At The W20 Summit - BuzzFeed News,,web.archive.org,404,10311
312,Interest Rates Are Rising For The Third Time In 11 Years - BuzzFeed News,,web.archive.org,404,10312
313,Mark Zuckerberg Just Addressed The Murder On Facebook - BuzzFeed News,,web.archive.org,404,10313
314,People Want This Politician To Resign After He Said Southern Europeans Spend On Booze And Women - BuzzFeed News,,web.archive.org,404,10314
315,Delta's Nightmare Is Still Not Over So Let's Hope You're Not Trying To Fly Anywhere - BuzzFeed News,,web.archive.org,404,10315
316,A Judge Just Suspended Obamacare's Transgender Protections — Here's What That Means - BuzzFeed News,,web.archive.org,404,10316
317,Donald Trump's Top Adviser And Daughter Were Registered To Vote In Multiple States - BuzzFeed News,,web.archive.org,404,10317
318,"McDonald's Likes To Act Fancy, But People Just Want It To Be Cheap - BuzzFeed News",,web.archive.org,404,10318
319,"Sheryl Sandberg Just Criticized Trump’s Abortion Rule, And People Have Feelings About It - BuzzFeed News",,web.archive.org,404,10319
320,Trump Moves To Challenge Vaccine Science - BuzzFeed News,,web.archive.org,404,10320
321,A Russian Drone May Have Turned Off Its Camera Right Before A Syrian Hospital Was Bombed - BuzzFeed News,,web.archive.org,404,10321
322,Texas Police Have Fired The Officer Who Shot And Killed A Black Teen Trying To Leave A House Party - BuzzFeed News,,web.archive.org,404,10322
323,Big Companies Defy Trump On Climate Change - BuzzFeed News,,web.archive.org,404,10323
324,The First Round Of The French Presidential Election Has Redrawn The Country's Politics - BuzzFeed News,,web.archive.org,404,10324
325,Everyone Might Be A Loser In The Gene Editing Patent Fight - BuzzFeed News,,web.archive.org,404,10325
326,"As Trump Takes Office, Birth Control Startups See Demand Spike - BuzzFeed News",,web.archive.org,404,10326
327,"Don't Worry, There's Another Shondaland Show Coming Next Season To ABC",,web.archive.org,404,10327
328,Here's Everything And Everyone Trump Has Attacked On Twitter Since The Election - BuzzFeed News,,web.archive.org,404,10328
329,Trump Is Quietly Redefining America's Public Lands - BuzzFeed News,,web.archive.org,404,10329
330,"North Korea Launches Several Missiles Toward Japan, US - BuzzFeed News",,web.archive.org,404,10330
331,"Apple, Google, Uber, Tesla, And Others React To Trump's Refugee Ban - BuzzFeed News",,web.archive.org,404,10331
332,This Is What Happened When Marine Le Pen Went To Moscow - BuzzFeed News,,web.archive.org,404,10332
333,This Is What’s Really Going On With Islamist Extremism In Prisons - BuzzFeed News,,web.archive.org,404,10333
334,Parliament Has Now Given Theresa May The Power To Begin Brexit - BuzzFeed News,,web.archive.org,404,10334
335,Here's How To Prevent Your Vizio TV From Spying On You - BuzzFeed News,,web.archive.org,404,10335
336,These Men Could Be The Most Powerful Gay Activists In Trump's America - BuzzFeed News,,web.archive.org,404,10336
337,DeRay Mckesson Is Going To Host A Crooked Media Podcast - BuzzFeed News,,web.archive.org,404,10337
338,Churches Are Readying Homes And Underground Railroads To Hide Immigrants From Deportation Under Trump - BuzzFeed News,,web.archive.org,404,10338
339,"Don't Expect Trump's ""Religious Liberty"" Order To Change Much At Church - BuzzFeed News",,web.archive.org,404,10339
340,George Michael's Family Say They Will Not Speculate Over How He Died - BuzzFeed News,,web.archive.org,404,10340
341,Scientists Just Created The First Human-Pig Embryos - BuzzFeed News,,web.archive.org,404,10341
342,We Asked Scientists What They're Looking Forward To In 2017,,web.archive.org,404,10342
343,Footage Appears To Show Moment Half-Brother Of North Korean Leader Was Poisoned - BuzzFeed News,,web.archive.org,404,10343
344,Lawmakers Demand Review Of Saudi Bombings Before Massive Arms Sale - BuzzFeed News,,web.archive.org,404,10344
345,The US Military Can't Say If It's Responsible For Strikes That Killed Hundreds Of Civilians - BuzzFeed News,,web.archive.org,404,10345
346,This Study Links Thousands Of Pollution Deaths Worldwide With Products Bought In Europe And The US - BuzzFeed News,,web.archive.org,404,10346
347,Appeals Court Sets May 8 Arguments In Travel Ban Case Out Of Maryland - BuzzFeed News,,web.archive.org,404,10347
348,Uber CEO Apologizes To Employees After Claims Of Workplace Sexism - BuzzFeed News,,web.archive.org,404,10348
349,The Battle Between Uber And Lyft Has Become Political - BuzzFeed News,,web.archive.org,404,10349
350,Starbucks Baristas Totally Hate The Unicorn Frappuccino And Are Losing It Online - BuzzFeed News,,web.archive.org,404,10350
351,"Republicans Say A Deal To Repeal Obamacare Can Still ""Rise From The Dead"" - BuzzFeed News",,web.archive.org,404,10351
352,How Trump's Refugee Ban Turned U.S. Airports Into Protest Zones - BuzzFeed News,,web.archive.org,404,10352
353,"Paul McCartney Shared His New Look For The New Pirates Of The Caribbean Movie, And People Are Freaking Out - BuzzFeed News",,web.archive.org,404,10353
354,This Person Will Serve 28 Years In Prison For Kicking A Man To Death Because He Was Gay - BuzzFeed News,,web.archive.org,404,10354
355,"Democrats Think Trump's New National Security Adviser Will Bring ""Sanity"" To The White House - BuzzFeed News",,web.archive.org,404,10355
356,This Girl Celebrated The Iconic Way She Came Out And It's Perfect - BuzzFeed News,,web.archive.org,404,10356
357,A Poll Asked People For The First Word That Came To Mind When They Thought Of Trump And Here’s What They Said - BuzzFeed News,,web.archive.org,404,10357
358,Chelsea Manning Thanks Obama - BuzzFeed News,,web.archive.org,404,10358
359,Republicans Just Voted To Permanently Prevent Federal Funding For Abortions - BuzzFeed News,,web.archive.org,404,10359
360,"The Right Is Building A New Media ""Upside Down"" To Tell Trump’s Story - BuzzFeed News",,web.archive.org,404,10360
361,Facebook Wants To Start Streaming Major League Baseball Games - BuzzFeed News,,web.archive.org,404,10361
362,A Native Photographer Reflects On The End Of The Standing Rock Camp - BuzzFeed News,,web.archive.org,404,10362
363,The Women's Strike Will Test The Strength Of The Women's March Movement - BuzzFeed News,,web.archive.org,404,10363
364,21 Of The Most Powerful Photos Of This Week,,web.archive.org,404,10364
365,Fillon accusé par un hebdo lyonnais d'avoir offert un autre cadeau à Marc Ladreit de Lacharrière - BuzzFeed News,,web.archive.org,404,10365
366,"Planned Parenthood's President: ""It's Time For Ivanka To Stand For Women"" - BuzzFeed News",,web.archive.org,404,10366
367,One Child Has Died And Five Others Were Injured Because Of A Toxic Gas Leak At An Indoor Hotel Pool - BuzzFeed News,,web.archive.org,404,10367
368,California Shows The Rest Of The Country How To Boost Kindergarten Vaccination Rates - BuzzFeed News,,web.archive.org,404,10368
369,Amazon Just Gave You A Way To Monitor What Your Kids Are Doing Online - BuzzFeed News,,web.archive.org,404,10369
370,25 Of The Most Powerful Photos Of The Week - BuzzFeed News,,web.archive.org,404,10370
371,A Judge Ordered This School To Let A White Nationalist Speak On Campus - BuzzFeed News,,web.archive.org,404,10371
372,Trump Administration Blocks Shipment Of Illegal Execution Drugs - BuzzFeed News,,web.archive.org,404,10372
373,Thousands Of People Marched Around The World To Stand Up For Science - BuzzFeed News,,web.archive.org,404,10373
374,Her Husband Was Dying From A Superbug. She Turned To Sewer Viruses Collected By The Navy - BuzzFeed News,,web.archive.org,404,10374
375,Here's How Much Traffic A Trump Tweet Drives - BuzzFeed News,,web.archive.org,404,10375
376,"Kesha's Team Called Her Abusive And ""Too Much To Handle"" In Newly Released Emails - BuzzFeed News",,web.archive.org,404,10376
377,America's Biggest Health Stocks Aren't Moving Much In Response To Obamacare Repeal - BuzzFeed News,,web.archive.org,404,10377
378,"This Is Why It's A Big Deal For GCHQ To Publicly Deny The White House's ""Wiretapping"" Claims - BuzzFeed News",,web.archive.org,404,10378
